"","gutenberg_id","title","chapter","word","sentiment","freq_chapter",".topic","freq_book"
"1",4280,"The Critique of Pure Reason",1,"clue","anticipation",1,5,4
"2",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"3",4280,"The Critique of Pure Reason",1,"faculty","trust",8,5,172
"4",4280,"The Critique of Pure Reason",1,"faculty","trust",8,5,172
"5",4280,"The Critique of Pure Reason",1,"time","anticipation",7,5,613
"6",4280,"The Critique of Pure Reason",1,"penetration","anger",2,5,4
"7",4280,"The Critique of Pure Reason",1,"penetration","fear",2,5,4
"8",4280,"The Critique of Pure Reason",1,"unity","trust",29,5,493
"9",4280,"The Critique of Pure Reason",1,"series","trust",3,5,324
"10",4280,"The Critique of Pure Reason",1,"content","joy",28,5,208
"11",4280,"The Critique of Pure Reason",1,"content","trust",28,5,208
"12",4280,"The Critique of Pure Reason",1,"series","trust",3,5,324
"13",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"14",4280,"The Critique of Pure Reason",1,"unity","trust",29,5,493
"15",4280,"The Critique of Pure Reason",1,"ready","anticipation",1,5,4
"16",4280,"The Critique of Pure Reason",1,"prepared","anticipation",2,5,6
"17",4280,"The Critique of Pure Reason",1,"prepared","trust",2,5,6
"18",4280,"The Critique of Pure Reason",1,"rule","fear",2,5,262
"19",4280,"The Critique of Pure Reason",1,"rule","trust",2,5,262
"20",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"21",4280,"The Critique of Pure Reason",1,"system","trust",5,5,101
"22",4280,"The Critique of Pure Reason",1,"dependent","trust",1,5,16
"23",4280,"The Critique of Pure Reason",1,"chance","surprise",3,5,7
"24",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"25",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"26",4280,"The Critique of Pure Reason",1,"sensuous","joy",3,5,200
"27",4280,"The Critique of Pure Reason",1,"faculty","trust",8,5,172
"28",4280,"The Critique of Pure Reason",1,"intuition","trust",13,5,498
"29",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"30",4280,"The Critique of Pure Reason",1,"faculty","trust",8,5,172
"31",4280,"The Critique of Pure Reason",1,"intuition","trust",13,5,498
"32",4280,"The Critique of Pure Reason",1,"intuition","trust",13,5,498
"33",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"34",4280,"The Critique of Pure Reason",1,"sensuous","joy",3,5,200
"35",4280,"The Critique of Pure Reason",1,"depend","anticipation",2,5,10
"36",4280,"The Critique of Pure Reason",1,"depend","trust",2,5,10
"37",4280,"The Critique of Pure Reason",1,"word","trust",2,5,67
"38",4280,"The Critique of Pure Reason",1,"unity","trust",29,5,493
"39",4280,"The Critique of Pure Reason",1,"sensuous","joy",3,5,200
"40",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"41",4280,"The Critique of Pure Reason",1,"intuition","trust",13,5,498
"42",4280,"The Critique of Pure Reason",1,"immediately","anticipation",4,5,51
"43",4280,"The Critique of Pure Reason",1,"immediately","anticipation",4,5,51
"44",4280,"The Critique of Pure Reason",1,"intuition","trust",13,5,498
"45",4280,"The Critique of Pure Reason",1,"mediate","anticipation",2,5,14
"46",4280,"The Critique of Pure Reason",1,"mediate","trust",2,5,14
"47",4280,"The Critique of Pure Reason",1,"immediately","anticipation",4,5,51
"48",4280,"The Critique of Pure Reason",1,"unity","trust",29,5,493
"49",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"50",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"51",4280,"The Critique of Pure Reason",1,"faculty","trust",8,5,172
"52",4280,"The Critique of Pure Reason",1,"faculty","trust",8,5,172
"53",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"54",4280,"The Critique of Pure Reason",1,"unity","trust",29,5,493
"55",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"56",4280,"The Critique of Pure Reason",1,"content","joy",28,5,208
"57",4280,"The Critique of Pure Reason",1,"content","trust",28,5,208
"58",4280,"The Critique of Pure Reason",1,"negative","sadness",4,5,46
"59",4280,"The Critique of Pure Reason",1,"usual","trust",1,5,8
"60",4280,"The Critique of Pure Reason",1,"prevention","anticipation",1,5,1
"61",4280,"The Critique of Pure Reason",1,"misunderstanding","anger",2,5,22
"62",4280,"The Critique of Pure Reason",1,"misunderstanding","sadness",2,5,22
"63",4280,"The Critique of Pure Reason",1,"justice","trust",5,5,17
"64",4280,"The Critique of Pure Reason",1,"excluded","disgust",6,5,18
"65",4280,"The Critique of Pure Reason",1,"excluded","sadness",6,5,18
"66",4280,"The Critique of Pure Reason",1,"unity","trust",29,5,493
"67",4280,"The Critique of Pure Reason",1,"infinity","anticipation",3,5,90
"68",4280,"The Critique of Pure Reason",1,"infinity","joy",3,5,90
"69",4280,"The Critique of Pure Reason",1,"infinity","trust",3,5,90
"70",4280,"The Critique of Pure Reason",1,"validity","fear",2,5,71
"71",4280,"The Critique of Pure Reason",1,"limited","anger",4,5,138
"72",4280,"The Critique of Pure Reason",1,"limited","sadness",4,5,138
"73",4280,"The Critique of Pure Reason",1,"content","joy",28,5,208
"74",4280,"The Critique of Pure Reason",1,"content","trust",28,5,208
"75",4280,"The Critique of Pure Reason",1,"negative","sadness",4,5,46
"76",4280,"The Critique of Pure Reason",1,"denied","sadness",1,5,13
"77",4280,"The Critique of Pure Reason",1,"content","joy",28,5,208
"78",4280,"The Critique of Pure Reason",1,"content","trust",28,5,208
"79",4280,"The Critique of Pure Reason",1,"negative","sadness",4,5,46
"80",4280,"The Critique of Pure Reason",1,"negative","sadness",4,5,46
"81",4280,"The Critique of Pure Reason",1,"error","sadness",1,5,43
"82",4280,"The Critique of Pure Reason",1,"respect","anticipation",15,5,276
"83",4280,"The Critique of Pure Reason",1,"respect","joy",15,5,276
"84",4280,"The Critique of Pure Reason",1,"respect","trust",15,5,276
"85",4280,"The Critique of Pure Reason",1,"proceeding","anticipation",1,5,18
"86",4280,"The Critique of Pure Reason",1,"accomplish","joy",1,5,3
"87",4280,"The Critique of Pure Reason",1,"limited","anger",4,5,138
"88",4280,"The Critique of Pure Reason",1,"limited","sadness",4,5,138
"89",4280,"The Critique of Pure Reason",1,"excluded","disgust",6,5,18
"90",4280,"The Critique of Pure Reason",1,"excluded","sadness",6,5,18
"91",4280,"The Critique of Pure Reason",1,"remains","disgust",3,5,150
"92",4280,"The Critique of Pure Reason",1,"remains","fear",3,5,150
"93",4280,"The Critique of Pure Reason",1,"remains","trust",3,5,150
"94",4280,"The Critique of Pure Reason",1,"affirmatively","trust",1,5,1
"95",4280,"The Critique of Pure Reason",1,"respect","anticipation",15,5,276
"96",4280,"The Critique of Pure Reason",1,"respect","joy",15,5,276
"97",4280,"The Critique of Pure Reason",1,"respect","trust",15,5,276
"98",4280,"The Critique of Pure Reason",1,"respect","anticipation",15,5,276
"99",4280,"The Critique of Pure Reason",1,"respect","joy",15,5,276
"100",4280,"The Critique of Pure Reason",1,"respect","trust",15,5,276
"101",4280,"The Critique of Pure Reason",1,"content","joy",28,5,208
"102",4280,"The Critique of Pure Reason",1,"content","trust",28,5,208
"103",4280,"The Critique of Pure Reason",1,"understanding","trust",49,5,613
"104",4280,"The Critique of Pure Reason",1,"importance","anticipation",2,5,24
"105",4280,"The Critique of Pure Reason",1,"perfect","anticipation",12,5,165
"106",4280,"The Critique of Pure Reason",1,"perfect","joy",12,5,165
"107",4280,"The Critique of Pure Reason",1,"perfect","trust",12,5,165
"108",4280,"The Critique of Pure Reason",1,"justice","trust",5,5,17
"109",4280,"The Critique of Pure Reason",1,"wicked","fear",2,5,3
"110",4280,"The Critique of Pure Reason",1,"punished","anger",10,5,10
"111",4280,"The Critique of Pure Reason",1,"punished","anticipation",10,5,10
"112",4280,"The Critique of Pure Reason",1,"punished","disgust",10,5,10
"113",4280,"The Critique of Pure Reason",1,"punished","fear",10,5,10
"114",4280,"The Critique of Pure Reason",1,"punished","sadness",10,5,10
"115",4280,"The Critique of Pure Reason",1,"perfect","anticipation",12,5,165
"116",4280,"The Critique of Pure Reason",1,"perfect","joy",12,5,165
"117",4280,"The Critique of Pure Reason",1,"perfect","trust",12,5,165
"118",4280,"The Critique of Pure Reason",1,"justice","trust",5,5,17
"119",4280,"The Critique of Pure Reason",1,"wicked","fear",2,5,3
"120",4280,"The Critique of Pure Reason",1,"punished","anger",10,5,10
"121",4280,"The Critique of Pure Reason",1,"punished","anticipation",10,5,10
